VARIABLES= "X", "Y", "P", "U", "V1"
1 1 0 0 0
1 1.02 0 0 0
1 1.04 0 0 0
1 1.06 0 0 0
1 1.08 0 0 0
1 1.1 0 0 0
1 1.12 0 0 0
1 1.14 0 0 0
1 1.16 0 0 0
1 1.18 0 0 0
1 1.2 0 0 0
1 1.22 0 0 0
1 1.24 0 0 0
1 1.26 0 0 0
1 1.28 0 0 0
1 1.3 0 0 0
1 1.32 0 0 0
1 1.34 0 0 0
1 1.36 0 0 0
1 1.38 0 0 0
1 1.4 5e+007 0 0
1 1.42 5e+007 0 0
1 1.44 5e+007 0 0
1 1.46 5e+007 0 0
1 1.48 5e+007 0 0
1 1.5 5e+007 0 0
1 1.52 5e+007 0 0
1 1.54 5e+007 0 0
1 1.56 5e+007 0 0
1 1.58 5e+007 0 0
1 1.6 5e+007 0 0
1 1.62 0 0 0
1 1.64 0 0 0
1 1.66 0 0 0
1 1.68 0 0 0
1 1.7 0 0 0
1 1.72 0 0 0
1 1.74 0 0 0
1 1.76 0 0 0
1 1.78 0 0 0
1 1.8 0 0 0
1 1.82 0 0 0
1 1.84 0 0 0
1 1.86 0 0 0
1 1.88 0 0 0
1 1.9 0 0 0
1 1.92 0 0 0
1 1.94 0 0 0
1 1.96 0 0 0
1 1.98 0 0 0
1 2 11393 -1.70895 0
1.02 1 42127.3 -2.06178 -2.15095
1.02 1.02 85146.2 -40.9871 -22.7318
1.02 1.04 129997 -62.8122 -25.3157
1.02 1.06 177722 -85.7945 -109.511
1.02 1.08 229531 -110.667 -30.237
1.02 1.1 286888 -138.093 -33.0866
1.02 1.12 351624 -168.893 -38.0608
1.02 1.14 426111 -204.111 -44.6572
1.02 1.16 513514 -245.109 -53.4748
1.02 1.18 618186 -293.713 -65.4484
1.02 1.2 746313 -352.429 -82.0643
1.02 1.22 906996 -424.773 -105.793
1.02 1.24 1.11419e+006 -515.791 -140.962
1.02 1.26 1.39035e+006 -632.842 -195.645
1.02 1.28 1.77383e+006 -786.678 -286.26
1.02 1.3 2.33509e+006 -992.381 -448.383
1.02 1.32 3.2158e+006 -1267.31 -771.188
1.02 1.34 4.73357e+006 -1612.08 -1485.68
1.02 1.36 7.69348e+006 -1910.33 -3392.49
1.02 1.38 1.44162e+007 -1456.19 -8795.67
1.02 1.4 3.24557e+007 2978.09 -3367.77
1.02 1.42 3.91296e+007 3453.85 -1447.8
1.02 1.44 4.1987e+007 3200.59 -685.928
1.02 1.46 4.33374e+007 2928.07 -319.351
1.02 1.48 4.39652e+007 2759.22 -94.3802
1.02 1.5 4.41506e+007 2703.74 94.3801
1.02 1.52 4.39652e+007 2759.22 319.351
1.02 1.54 4.33374e+007 2928.07 685.928
1.02 1.56 4.1987e+007 3200.59 1447.8
1.02 1.58 3.91296e+007 3453.85 3367.77
1.02 1.6 3.24557e+007 2978.09 8795.67
1.02 1.62 1.44162e+007 -1456.19 3392.34
1.02 1.64 7.69348e+006 -1910.33 1465.27
1.02 1.66 4.73357e+006 -1612.08 -802.995
1.02 1.68 3.21581e+006 -1267.31 430.887
1.02 1.7 2.33509e+006 -992.383 286.004
1.02 1.72 1.77384e+006 -786.68 195.604
1.02 1.74 1.39036e+006 -632.844 135.386
1.02 1.76 1.1142e+006 -515.794 -394.051
1.02 1.78 907004 -424.776 76.3947
1.02 1.8 746324 -352.433 65.4081
1.02 1.82 618201 -293.719 53.4718
1.02 1.84 513534 -245.117 44.7217
1.02 1.86 426139 -204.122 44.2864
1.02 1.88 351667 -168.909 37.8061
1.02 1.9 286956 -138.115 29.3386
1.02 1.92 229648 -110.696 26.4242
1.02 1.94 177944 -85.8283 24.2611
1.02 1.96 130476 -62.8201 22.5622
1.02 1.98 86339 -40.8177 20.6619
1.02 2 45571.9 -1.94919 0
1.04 1 83363 -1.97505 -4.25488
1.04 1.02 168461 -39.6697 -44.6782
1.04 1.04 257119 -60.7208 -47.8869
1.04 1.06 351359 -82.7916 -51.0974
1.04 1.08 453515 -106.537 -57.3587
1.04 1.1 566396 -132.522 -64.5928
1.04 1.12 693496 -161.424 -74.096
1.04 1.14 839306 -194.071 -86.6534
1.04 1.16 1.00976e+006 -231.501 -103.218
1.04 1.18 1.21292e+006 -275.019 -125.548
1.04 1.2 1.46007e+006 -326.278 -156.129
1.04 1.22 1.76748e+006 -387.346 -199.005
1.04 1.24 2.15941e+006 -460.705 -260.89
1.04 1.26 2.67339e+006 -549.011 -353.606
1.04 1.28 3.36989e+006 -654.077 -507.781
1.04 1.3 4.35071e+006 -773.671 -726.642
1.04 1.32 5.79456e+006 -892.234 -1121.2
1.04 1.34 8.02499e+006 -955.918 -1163.56
1.04 1.36 1.16242e+007 -812.613 -2963.81
1.04 1.38 1.75154e+007 -109.345 -4409.41
1.04 1.4 2.62771e+007 1601.86 -2924.07
1.04 1.42 3.20757e+007 2322.73 -1719.95
1.04 1.44 3.54811e+007 2502.05 -969.11
1.04 1.46 3.73974e+007 2494.42 -493.636
1.04 1.48 3.83727e+007 2454 -151.527
1.04 1.5 3.8672e+007 2436.12 151.527
1.04 1.52 3.83727e+007 2454 493.636
1.04 1.54 3.73974e+007 2494.42 969.11
1.04 1.56 3.54811e+007 2502.05 1719.95
1.04 1.58 3.20757e+007 2322.72 2924.07
1.04 1.6 2.62771e+007 1601.86 4409.4
1.04 1.62 1.75155e+007 -109.346 2962.37
1.04 1.64 1.16242e+007 -812.614 1034.55
1.04 1.66 8.025e+006 -955.919 1122.57
1.04 1.68 5.79456e+006 -892.235 731.406
1.04 1.7 4.35072e+006 -773.672 497.303
1.04 1.72 3.3699e+006 -654.079 353.372
1.04 1.74 2.6734e+006 -549.013 260.942
1.04 1.76 2.15942e+006 -460.708 203.086
1.04 1.78 1.7675e+006 -387.349 149.139
1.04 1.8 1.46009e+006 -326.282 125.45
1.04 1.82 1.21295e+006 -275.024 103.153
1.04 1.84 1.0098e+006 -231.507 86.6024
1.04 1.86 839358 -194.078 74.1533
1.04 1.88 693571 -161.432 64.6268
1.04 1.9 566508 -132.531 57.3376
1.04 1.92 453693 -106.542 51.8634
1.04 1.94 351653 -82.7807 47.7953
1.04 1.96 257621 -60.6633 44.888
1.04 1.98 169308 -39.5008 42.6045
1.04 2 84555.7 -1.93937 0
1.06 1 122864 -1.85076 -6.26749
1.06 1.02 248214 -37.1282 -65.6056
1.06 1.04 378661 -56.7285 -69.334
1.06 1.06 517081 -77.1455 3.33778
1.06 1.08 666775 -98.9189 -82.7669
1.06 1.1 831684 -122.474 -93.8182
1.06 1.12 1.01666e+006 -148.294 -107.159
1.06 1.14 1.22786e+006 -176.93 -127.775
1.06 1.16 1.47329e+006 -209.009 -147.276
1.06 1.18 1.76366e+006 -245.219 -177.393
1.06 1.2 2.11356e+006 -286.257 -217.894
1.06 1.22 2.54345e+006 -332.69 -273.203
1.06 1.24 3.08258e+006 -384.608 -350.332
1.06 1.26 3.7739e+006 -440.847 -471.996
1.06 1.28 4.68164e+006 -497.289 -1093.16
1.06 1.3 5.90331e+006 -543.272 -635.791
1.06 1.32 7.58672e+006 -554.515 -1190.5
1.06 1.34 9.94767e+006 -480.936 -1666.18
